Event Type,Organization Name,Facility Name,Direction,City,County,State,Create Time,Close Time,Event Description,Responding Organization Id,Latitude,Longitude
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Van Buren,Onondaga,NY,2017-08-04 14:27:51,08/04/2017 04:24:35 PM,"Accident on I-90 - NYS Thruway westbound between Exit 39 (I-90) - State Fair (I-690) and Exit 40 (I-90) - Weedsport (Rte 34) starting 3:25 PM, 08/04/2017 until further notice. [CARS CAD-172160335]",New York State Thruway-State Wide Operations Center - Albany,43.088973,-76.357687
accident,New York State Department of Transportation Region 3,I-81,Southbound,between La Fayette,Onondaga,NY,2017-08-04 11:53:47,08/04/2017 02:28:52 PM,Accident on I-81 southbound between Exit 15 - US 11; US 20; LaFayette (La Fayette) and Exit 14 - US 11; NY 80; NY 281; Tully (Tully) left lane closed,New York State Department of Transportation Region 3,42.894401,-76.110603
incident,New York State Department of Transportation Region 3,I-690,Eastbound,at Syracuse,Onondaga,NY,2017-08-03 12:12:23,08/03/2017 02:00:25 PM,Accident on I-690 eastbound at Exit 16N and Exit 16S - NY 635 Thompson Road (Syracuse) all lanes closed,New York State Department of Transportation Region 3,43.058998,-76.088096
incident,New York State Department of Transportation Region 3,NY 90,Both directions,east of Genoa,Cayuga,NY,2017-08-02 16:07:11,08/02/2017 08:21:01 PM,Accident on NY 90 both directions east of NY 34 (Genoa) all lanes closed between E. Genoa Road and Venice Road.,New York State Department of Transportation Region 3,42.667999,-76.5279
disabled vehicle,New York State Department of Transportation Region 3,I-81,Southbound,before Syracuse,Onondaga,NY,2017-08-02 01:33:57,08/02/2017 02:56:03 AM,Disabled vehicle on I-81 southbound before Exit 17 - South Salina Street; Brighton Avenue; State Street (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.02,-76.140296
disabled vehicle,New York State Department of Transportation Region 3,I-690,Eastbound,at Syracuse,Onondaga,NY,2017-08-02 01:14:11,08/02/2017 02:20:11 AM,Disabled vehicle on I-690 eastbound at Exit 14 - Teall Avenue (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.052101,-76.125801
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,from Van Buren,Onondaga,NY,2017-08-02 00:00:09,08/02/2017 06:38:57 AM,"Accident on I-90 - NYS Thruway eastbound from after Exit 39 (I-90) - State Fair (I-690) to before Exit 37 (I-90) - Electronics Parkway starting 12:56 AM, 08/02/2017 until further notice. [CARS CAD-172140011]",New York State Thruway-State Wide Operations Center - Albany,43.117439,-76.219318
accident,New York State Department of Transportation Region 3,I-81,Southbound,just past Syracuse,Onondaga,NY,2017-08-01 23:40:06,08/02/2017 02:15:11 AM,Accident on I-81 southbound just past Exit 18 - Adams Street; Harrison Street (Syracuse) left and center lanes closed,New York State Department of Transportation Region 3,43.039398,-76.142097
accident,New York State Department of Transportation Region 3,I-81,Southbound,just past Cicero,Onondaga,NY,2017-08-01 15:53:03,08/01/2017 04:54:01 PM,Accident on I-81 southbound just past Exit 29N - NY 481; North Syracuse; Oswego (Cicero) center lane closed,New York State Department of Transportation Region 3,43.141998,-76.1119
accident,New York State Department of Transportation Region 3,I-690,Eastbound,before Syracuse,Onondaga,NY,2017-08-01 15:40:02,08/01/2017 05:15:04 PM,Accident on I-690 eastbound before McBride Street On Ramp (Syracuse) left lane closed,New York State Department of Transportation Region 3,43.0514,-76.1377
disabled vehicle,New York State Department of Transportation Region 3,I-81,Northbound,before Syracuse,Onondaga,NY,2017-08-01 14:54:02,08/01/2017 04:16:11 PM,Disabled vehicle on I-81 northbound before Exit 23 - NY 370 East; Park Street; Hiawatha Boulevard (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.068298,-76.166702
incident,New York State Department of Transportation Region 3,I-690,Eastbound,ramp to Syracuse,Onondaga,NY,2017-07-27 12:35:00,07/27/2017 01:51:09 PM,Accident on I-690 eastbound ramp to I-81 Southbound (Syracuse) closed,New York State Department of Transportation Region 3,43.0513,-76.149002
incident,New York State Department of Transportation Region 3,936C; I-690 EB Service Road Thompson-Bridge,,to De Witt,Onondaga,NY,2017-07-27 11:57:55,07/27/2017 01:36:47 PM,Accident on 936C; I-690 EB Service Road Thompson-Bridge to Exit 17 - I-690; Ramp (De Witt) entrance ramp closed,New York State Department of Transportation Region 3,43.0578,-76.078796
accident,New York State Department of Transportation Region 3,I-81,Northbound,before Cicero,Onondaga,NY,2017-07-26 16:07:47,07/26/2017 06:18:48 PM,Accident on I-81 northbound before Exit 29S - I-481 South; Dewitt (Cicero) left lane closed,New York State Department of Transportation Region 3,43.137199,-76.116996
accident,New York State Department of Transportation Region 3,I-81,Northbound,just past Syracuse,Onondaga,NY,2017-07-26 06:20:44,07/26/2017 07:51:39 AM,Accident on I-81 northbound just past Exit 22 - NY 298; Court Street (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.062301,-76.157798
accident,New York State Department of Transportation Region 3,I-690,Westbound,before Syracuse,Onondaga,NY,2017-07-25 19:19:31,07/25/2017 08:42:36 PM,Accident on I-690 westbound before Exit 15 - Midler Avenue (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.0568,-76.108596
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Salina,Onondaga,NY,2017-07-24 16:27:43,07/24/2017 06:38:30 PM,"Accident on I-90 - NYS Thruway westbound between Exit 38 (I-90) - Liverpool (Rte 57) and Exit 39 (I-90) - State Fair (I-690) starting 5:24 PM, 07/24/2017 until further notice. [CARS CAD-172050381]",New York State Thruway-State Wide Operations Center - Albany,43.117223,-76.218379
accident,New York State Department of Transportation Region 3,I-81,Southbound,at Syracuse,Onondaga,NY,2017-07-24 16:05:37,07/24/2017 05:47:36 PM,Accident on I-81 southbound at I-690 (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.053398,-76.151199
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Brutus,Cayuga,NY,2017-07-24 10:45:19,07/24/2017 01:24:28 PM,"Accident on I-90 - NYS Thruway westbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 41 (I-90) - Waterloo (Rte 414) starting 11:42 AM, 07/24/2017 until further notice. [CARS CAD-172050170]",New York State Thruway-State Wide Operations Center - Albany,42.985016,-76.774321
debris spill,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Van Buren,Onondaga,NY,2017-07-23 14:48:04,07/23/2017 10:15:13 PM,"Debris on roadway on I-90 - NYS Thruway westbound between Exit 39 (I-90) - State Fair (I-690) and Exit 40 (I-90) - Weedsport (Rte 34) starting 3:46 PM, 07/23/2017 until further notice. [CARS CAD-172040350]",New York State Thruway-State Wide Operations Center - Albany,43.061306,-76.564506
disabled vehicle,New York State Department of Transportation Region 3,I-81,Northbound,at Syracuse,Onondaga,NY,2017-07-23 13:06:07,07/23/2017 02:39:09 PM,Disabled vehicle on I-81 northbound at I-690 West (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.051399,-76.145797
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Brutus,Cayuga,NY,2017-07-23 09:15:05,07/23/2017 11:12:08 AM,"Accident on I-90 - NYS Thruway eastbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 39 (I-90) - State Fair (I-690) starting 10:12 AM, 07/23/2017 until further notice. [CARS CAD-172040157]",New York State Thruway-State Wide Operations Center - Albany,43.06574,-76.54186
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Brutus,Cayuga,NY,2017-07-21 12:39:08,07/21/2017 02:42:09 PM,"Accident on I-90 - NYS Thruway eastbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 39 (I-90) - State Fair (I-690) starting 1:35 PM, 07/21/2017 until further notice. [CARS CAD-172020231]",New York State Thruway-State Wide Operations Center - Albany,43.089604,-76.367544
debris spill,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Salina,Onondaga,NY,2017-07-20 08:36:12,07/20/2017 10:30:12 AM,"Obstruction on roadway on I-90 - NYS Thruway westbound between Exit 38 (I-90) - Liverpool (Rte 57) and Exit 39 (I-90) - State Fair (I-690) starting 9:33 AM, 07/20/2017 until further notice. [CARS CAD-172010112]",New York State Thruway-State Wide Operations Center - Albany,43.107489,-76.287015
disabled tractor trailer,New York State Department of Transportation Region 3,I-81,Northbound,at Syracuse,Onondaga,NY,2017-07-20 04:48:03,07/20/2017 06:54:04 AM,Disabled tractor trailer on I-81 northbound at I-690 West (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.051399,-76.145797
accident,New York State Department of Transportation Region 3,I-690,Westbound,at Syracuse,Onondaga,NY,2017-07-19 11:59:09,07/19/2017 01:00:10 PM,Accident on I-690 westbound at Exit 14 - Teall Avenue (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.052101,-76.125801
debris spill,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between De Witt,Onondaga,NY,2017-07-19 11:09:14,07/19/2017 03:12:03 PM,"Debris on roadway on I-90 - NYS Thruway westbound between Exit 34A (I-90) - East Syracuse (I-481) and Exit 35 (I-90) - Syracuse (Rte 298) starting 12:06 PM, 07/19/2017 until further notice. [CARS CAD-172000233]",New York State Thruway-State Wide Operations Center - Albany,43.092897,-76.089742
"delays, stop and go traffic, traffic congestion",New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,from Van Buren,Onondaga,NY,2017-07-16 16:09:47,07/16/2017 06:00:48 PM,"Slow traffic, stop and go traffic, delays on I-90 - NYS Thruway westbound from after Exit 39 (I-90) - State Fair (I-690) to before Exit 40 (I-90) - Weedsport (Rte 34) starting 5:06 PM, 07/16/2017 until further notice. [CARS CAD-171970412]",New York State Thruway-State Wide Operations Center - Albany,43.088327,-76.347831
incident,New York State Department of Transportation Region 3,NY 38A,Both directions,area of Moravia,Cayuga,NY,2017-07-14 17:49:51,07/17/2017 09:31:49 PM,Flooding on NY 38A both directions area of West Cayuga Street; NY 38; Main Street; START ROUTE NY 38A (Moravia) closed between Mt. Pleasant Rd. and Williams St.,New York State Department of Transportation Region 3,42.713401,-76.421699
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between De Witt,Onondaga,NY,2017-07-14 14:33:52,07/14/2017 04:21:55 PM,"Accident on I-90 - NYS Thruway eastbound between Exit 34A (I-90) - East Syracuse (I-481) and Exit 34 (I-90) - Canastota (Rte 13) starting 3:30 PM, 07/14/2017 until further notice. [CARS CAD-171950375]",New York State Thruway-State Wide Operations Center - Albany,43.094915,-76.043357
accident,New York State Department of Transportation Region 3,I-690,Westbound,at Geddes,Onondaga,NY,2017-07-12 20:14:40,07/12/2017 09:43:46 PM,Accident on I-690 westbound at Exit 6 - NY 695 (Geddes) left lane closed,New York State Department of Transportation Region 3,43.084999,-76.228996
accident,New York State Department of Transportation Region 3,I-690,Eastbound,at Syracuse,Onondaga,NY,2017-07-12 11:04:56,07/12/2017 12:45:45 PM,Accident on I-690 eastbound at McBride Street On Ramp (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.0514,-76.1377
debris spill,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Salina,Onondaga,NY,2017-07-12 08:15:47,07/12/2017 09:42:51 AM,"Debris on roadway on I-90 - NYS Thruway eastbound between Exit 36 (I-90) - Syracuse (I-81) and Exit 35 (I-90) - Syracuse (Rte 298) starting 9:12 AM, 07/12/2017 until 10:12 AM, 07/12/2017. [CARS CAD-171930092]",New York State Thruway-State Wide Operations Center - Albany,43.093163,-76.120516
accident,New York State Department of Transportation Region 3,I-81,Northbound,before Syracuse,Onondaga,NY,2017-07-11 22:23:35,07/12/2017 12:10:41 AM,Accident on I-81 northbound before Exit 18 - Adams Street; Harrison Street (Syracuse) right and center lanes closed,New York State Department of Transportation Region 3,43.039398,-76.142097
accident,New York State Department of Transportation Region 3,I-690,Westbound,at Syracuse,Onondaga,NY,2017-07-11 16:11:59,07/11/2017 05:36:40 PM,Accident on I-690 westbound at Exit 15 - Midler Avenue (Syracuse) left lane closed,New York State Department of Transportation Region 3,43.0568,-76.108596
debris spill,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Salina,Onondaga,NY,2017-07-11 15:33:44,07/11/2017 04:48:37 PM,"Debris on roadway at, toll plaza on I-90 - NYS Thruway westbound between Exit 38 (I-90) - Liverpool (Rte 57) and Exit 39 (I-90) - State Fair (I-690) starting 4:30 PM, 07/11/2017 until further notice. [CARS CAD-171920339]",New York State Thruway-State Wide Operations Center - Albany,43.107489,-76.287015
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between De Witt,Onondaga,NY,2017-07-11 10:36:40,07/11/2017 12:00:48 PM,"Accident on I-90 - NYS Thruway eastbound between Exit 34A (I-90) - East Syracuse (I-481) and Exit 34 (I-90) - Canastota (Rte 13) starting 11:34 AM, 07/11/2017 until further notice. [CARS CAD-171920186]",New York State Thruway-State Wide Operations Center - Albany,43.095722,-75.86269
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Brutus,Cayuga,NY,2017-07-10 03:24:07,07/10/2017 04:48:10 AM,"Accident on I-90 - NYS Thruway westbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 41 (I-90) - Waterloo (Rte 414) starting 4:21 AM, 07/10/2017 until further notice. [CARS CAD-171910027]",New York State Thruway-State Wide Operations Center - Albany,43.026457,-76.667427
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Salina,Onondaga,NY,2017-07-09 16:24:07,07/09/2017 07:30:12 PM,"Accident on I-90 - NYS Thruway eastbound between Exit 37 (I-90) - Electronics Parkway and Exit 36 (I-90) - Syracuse (I-81) starting 5:20 PM, 07/09/2017 until further notice. [CARS CAD-171900314]",New York State Thruway-State Wide Operations Center - Albany,43.094688,-76.167773
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Van Buren,Onondaga,NY,2017-07-09 12:21:14,07/09/2017 01:51:10 PM,"Accident on I-90 - NYS Thruway westbound between Exit 39 (I-90) - State Fair (I-690) and Exit 40 (I-90) - Weedsport (Rte 34) starting 1:18 PM, 07/09/2017 until further notice. [CARS CAD-171900191]",New York State Thruway-State Wide Operations Center - Albany,43.085425,-76.422474
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Van Buren,Onondaga,NY,2017-07-08 06:39:05,07/08/2017 10:12:05 AM,"Accident on I-90 - NYS Thruway eastbound between Exit 39 (I-90) - State Fair (I-690) and Exit 38 (I-90) - Liverpool (Rte 57) starting 7:35 AM, 07/08/2017 until further notice. [CARS CAD-171890074]",New York State Thruway-State Wide Operations Center - Albany,43.116453,-76.243519
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Salina,Onondaga,NY,2017-07-07 14:05:14,07/07/2017 04:36:22 PM,"Accident on I-90 - NYS Thruway westbound between Exit 38 (I-90) - Liverpool (Rte 57) and Exit 39 (I-90) - State Fair (I-690) starting 3:02 PM, 07/07/2017 until further notice. [CARS CAD-171880306]",New York State Thruway-State Wide Operations Center - Albany,43.118126,-76.227112
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Van Buren,Onondaga,NY,2017-07-06 23:32:58,07/07/2017 01:06:00 AM,"Accident on I-90 - NYS Thruway westbound between Exit 39 (I-90) - State Fair (I-690) and Exit 40 (I-90) - Weedsport (Rte 34) starting 12:31 AM, 07/07/2017 until further notice. [CARS CAD-171870541]",New York State Thruway-State Wide Operations Center - Albany,43.091614,-76.318865
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Salina,Onondaga,NY,2017-07-06 22:06:03,07/07/2017 01:06:00 AM,"Accident on I-90 - NYS Thruway westbound between Exit 36 (I-90) - Syracuse (I-81) and Exit 37 (I-90) - Electronics Parkway starting 11:03 PM, 07/06/2017 until further notice. [CARS CAD-171870530]",New York State Thruway-State Wide Operations Center - Albany,43.094688,-76.167773
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Brutus,Cayuga,NY,2017-07-06 21:42:02,07/07/2017 12:45:02 AM,"Accident on I-90 - NYS Thruway westbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 41 (I-90) - Waterloo (Rte 414) starting 10:38 PM, 07/06/2017 until further notice. [CARS CAD-171870518]",New York State Thruway-State Wide Operations Center - Albany,43.029055,-76.660398
accident,New York State Department of Transportation Region 3,I-690,Westbound,at Syracuse,Onondaga,NY,2017-07-06 16:24:02,07/06/2017 06:19:06 PM,Accident on I-690 westbound at Exit 15 - Midler Avenue (Syracuse) right and center lanes closed,New York State Department of Transportation Region 3,43.0568,-76.108596
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Brutus,Cayuga,NY,2017-07-06 15:24:08,07/06/2017 05:18:03 PM,"Accident on I-90 - NYS Thruway westbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 41 (I-90) - Waterloo (Rte 414) starting 4:22 PM, 07/06/2017 until further notice. [CARS CAD-171870304]",New York State Thruway-State Wide Operations Center - Albany,42.967682,-76.852361
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between De Witt,Onondaga,NY,2017-07-05 09:48:05,07/05/2017 12:12:07 PM,"Accident on I-90 - NYS Thruway eastbound between Exit 34A (I-90) - East Syracuse (I-481) and Exit 34 (I-90) - Canastota (Rte 13) starting 11:40 AM, 07/05/2017 until further notice. [CARS CAD-171860172]",New York State Thruway-State Wide Operations Center - Albany,43.09475,-75.882385
accident,New York State Department of Transportation Region 3,I-81,Southbound,at Onondaga,Onondaga,NY,2017-07-04 10:34:49,07/04/2017 01:04:52 PM,Accident on I-81 southbound at Exit 16 - US 11; Nedrow; Onondaga Nation (Onondaga) right lane closed,New York State Department of Transportation Region 3,42.952499,-76.138298
incident,New York State Department of Transportation Region 3,NY 290,Both directions,,Onondaga,NY,2017-07-01 19:40:42,07/02/2017 10:02:42 PM,Flooding on NY 290 both directions (Manlius) all lanes closed between Clemons Rd and Minoa Rd,New York State Department of Transportation Region 3,43.053199,-76.000297
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Brutus,Cayuga,NY,2017-07-01 11:41:55,07/01/2017 01:32:42 PM,"Accident on I-90 - NYS Thruway eastbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 39 (I-90) - State Fair (I-690) starting 12:40 PM, 07/01/2017 until further notice. [CARS CAD-171820339]",New York State Thruway-State Wide Operations Center - Albany,43.087184,-76.406832
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Salina,Onondaga,NY,2017-07-01 07:47:46,07/01/2017 09:11:52 AM,"Accident on I-90 - NYS Thruway westbound between Exit 38 (I-90) - Liverpool (Rte 57) and Exit 39 (I-90) - State Fair (I-690) starting 8:44 AM, 07/01/2017 until further notice. [CARS CAD-171820155]",New York State Thruway-State Wide Operations Center - Albany,43.107489,-76.287015
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Van Buren,Onondaga,NY,2017-07-01 07:41:54,07/01/2017 09:50:49 AM,"Accident on I-90 - NYS Thruway westbound between Exit 39 (I-90) - State Fair (I-690) and Exit 40 (I-90) - Weedsport (Rte 34) starting 8:39 AM, 07/01/2017 until further notice. [CARS CAD-171820153]",New York State Thruway-State Wide Operations Center - Albany,43.095988,-76.311046
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Van Buren,Onondaga,NY,2017-07-01 07:05:44,07/01/2017 09:00:40 AM,"Accident on I-90 - NYS Thruway eastbound between Exit 39 (I-90) - State Fair (I-690) and Exit 38 (I-90) - Liverpool (Rte 57) starting 8:04 AM, 07/01/2017 until further notice. [CARS CAD-171820115]",New York State Thruway-State Wide Operations Center - Albany,43.107489,-76.287015
accident,New York State Department of Transportation Region 3,I-81,Northbound,just past Tully,Onondaga,NY,2017-06-30 16:41:48,06/30/2017 06:05:49 PM,Accident on I-81 northbound just past Exit 14 - US 11; NY 80; NY 281; Tully (Tully) left lane closed,New York State Department of Transportation Region 3,42.796298,-76.123298
accident,New York State Department of Transportation Region 3,I-81,Northbound,between Tully,Onondaga,NY,2017-06-30 13:42:41,06/30/2017 04:19:06 PM,Accident on I-81 northbound between Exit 14 - US 11; NY 80; NY 281; Tully (Tully) and US 20 (La Fayette) right lane closed at LaFayette weigh station.,New York State Department of Transportation Region 3,42.796298,-76.123298
accident,New York State Department of Transportation Region 3,I-81,Northbound,north of Cicero,Onondaga,NY,2017-06-30 12:37:46,06/30/2017 01:54:41 PM,Accident on I-81 northbound north of Exit 29N - NY 481; North Syracuse; Oswego (Cicero) left lane closed,New York State Department of Transportation Region 3,43.141998,-76.1119
disabled vehicle,New York State Department of Transportation Region 3,I-690,Eastbound,before Syracuse,Onondaga,NY,2017-06-29 15:37:51,06/29/2017 05:37:46 PM,Disabled vehicle on I-690 eastbound before I-81 Southbound (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.0513,-76.149002
accident,New York State Department of Transportation Region 3,I-81,Northbound,just past Salina,Onondaga,NY,2017-06-28 23:03:41,06/29/2017 12:50:36 AM,Accident on I-81 northbound just past Exit 26 - US 11; Mattydale (Salina) right lane closed,New York State Department of Transportation Region 3,43.1063,-76.1511
accident,New York State Department of Transportation Region 3,I-481,Southbound,at De Witt,Onondaga,NY,2017-06-27 16:41:36,06/27/2017 05:43:34 PM,Accident on I-481 southbound at Exit 3E - NY 92; NY 5 (De Witt) acceleration lane closed,New York State Department of Transportation Region 3,43.029399,-76.061996
accident,New York State Department of Transportation Region 3,I-690,Westbound,at Syracuse,Onondaga,NY,2017-06-27 15:05:36,06/27/2017 04:55:39 PM,Accident on I-690 westbound at Exit 14 - Teall Avenue (Syracuse) left lane closed,New York State Department of Transportation Region 3,43.052101,-76.125801
disabled vehicle,New York State Department of Transportation Region 3,I-81,Northbound,at Syracuse,Onondaga,NY,2017-06-26 18:59:32,06/26/2017 08:05:32 PM,Disabled vehicle on I-81 northbound at Exit 18 - Adams Street; Harrison Street (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.039398,-76.142097
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between De Witt,Onondaga,NY,2017-06-26 16:02:51,06/26/2017 07:03:34 PM,"Accident on I-90 - NYS Thruway eastbound between Exit 34A (I-90) - East Syracuse (I-481) and Exit 34 (I-90) - Canastota (Rte 13) starting 4:59 PM, 06/26/2017 until further notice. [CARS CAD-171770403]",New York State Thruway-State Wide Operations Center - Albany,43.093126,-75.894008
debris spill,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Van Buren,Onondaga,NY,2017-06-25 19:35:46,06/25/2017 08:44:45 PM,"Debris on roadway on I-90 - NYS Thruway eastbound between Exit 39 (I-90) - State Fair (I-690) and Exit 38 (I-90) - Liverpool (Rte 57) starting 8:32 PM, 06/25/2017 until further notice. [CARS CAD-171760540]",New York State Thruway-State Wide Operations Center - Albany,43.107489,-76.287015
incident,New York State Department of Transportation Region 3,NY 38A,Both directions,between Auburn,Cayuga,NY,2017-06-25 07:27:45,06/25/2017 12:29:50 PM,Downed wires on NY 38A both directions between East Genesee Street; US 20; END ROUTE; North Fulton Street (Auburn) and White Bridge Road; NY 437 (Owasco) all lanes closed,New York State Department of Transportation Region 3,42.9333,-76.558998
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between De Witt,Onondaga,NY,2017-06-25 00:26:45,06/25/2017 02:59:42 AM,"Accident on I-90 - NYS Thruway eastbound between Exit 34A (I-90) - East Syracuse (I-481) and Exit 34 (I-90) - Canastota (Rte 13) starting 1:24 AM, 06/25/2017 until further notice. [CARS CAD-171760025]",New York State Thruway-State Wide Operations Center - Albany,43.093741,-75.978683
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Van Buren,Onondaga,NY,2017-06-24 23:35:46,06/25/2017 01:41:49 AM,"Accident on I-90 - NYS Thruway westbound between Exit 39 (I-90) - State Fair (I-690) and Exit 40 (I-90) - Weedsport (Rte 34) starting 12:32 AM, 06/25/2017 until further notice. [CARS CAD-171760012]",New York State Thruway-State Wide Operations Center - Albany,43.080559,-76.459463
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Brutus,Cayuga,NY,2017-06-24 01:14:45,06/24/2017 04:26:49 AM,"Accident on I-90 - NYS Thruway eastbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 39 (I-90) - State Fair (I-690) starting 2:11 AM, 06/24/2017 until further notice. [CARS CAD-171750020]",New York State Thruway-State Wide Operations Center - Albany,43.096921,-76.309539
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Brutus,Cayuga,NY,2017-06-23 16:56:45,06/23/2017 07:11:51 PM,"Accident on I-90 - NYS Thruway eastbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 39 (I-90) - State Fair (I-690) starting 5:54 PM, 06/23/2017 until further notice. [CARS CAD-171740437]",New York State Thruway-State Wide Operations Center - Albany,43.065068,-76.545707
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Brutus,Cayuga,NY,2017-06-23 08:47:57,06/23/2017 10:12:28 AM,"Accident on I-90 - NYS Thruway eastbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 39 (I-90) - State Fair (I-690) starting 9:44 AM, 06/23/2017 until further notice. [CARS CAD-171740131]",New York State Thruway-State Wide Operations Center - Albany,43.06757,-76.532302
incident,New York State Department of Transportation Region 3,I-690,Eastbound,at Syracuse,Onondaga,NY,2017-06-23 03:39:50,06/23/2017 04:45:49 AM,Downed wires on I-690 eastbound at Exit 8 - Hiawatha Boulevard (Syracuse) exit ramp closed,New York State Department of Transportation Region 3,43.059398,-76.185501
accident,New York State Department of Transportation Region 3,I-81,Southbound,just past Syracuse,Onondaga,NY,2017-06-22 16:33:05,06/22/2017 05:53:59 PM,Accident on I-81 southbound just past Exit 18 - Adams Street; Harrison Street (Syracuse) left lane closed,New York State Department of Transportation Region 3,43.039398,-76.142097
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Brutus,Cayuga,NY,2017-06-22 12:30:09,06/22/2017 02:29:56 PM,"Accident on I-90 - NYS Thruway eastbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 39 (I-90) - State Fair (I-690) starting 1:28 PM, 06/22/2017 until further notice. [CARS CAD-171730279]",New York State Thruway-State Wide Operations Center - Albany,43.084615,-76.428304
accident,New York State Department of Transportation Region 3,I-481,Northbound,at Cicero,Onondaga,NY,2017-06-20 16:57:33,06/20/2017 06:09:34 PM,Accident on I-481 northbound at END ROUTE I-481; I-81 North Syracuse (Cicero) left lane closed,New York State Department of Transportation Region 3,43.141601,-76.112297
accident,New York State Department of Transportation Region 3,I-690,Eastbound,at Syracuse,Onondaga,NY,2017-06-20 16:44:36,06/20/2017 07:05:32 PM,Accident on I-690 eastbound at I-81 Southbound (Syracuse) acceleration lane closed,New York State Department of Transportation Region 3,43.0513,-76.149002
